ID_ARBRE,commune,quartier,site,cote_voirie,matricule_arbre,genre_arbre,espece_arbre,controle,situation,type_sol,surf_permeable,date_plantation,classe_age,hauteur,classe_hauteur,diametre,circonference (en cm),classe_circonference,port_arbre,vigueur_pousse,champignon_collet,insecte_collet,plaie_collet,observation_collet,champignon_tronc,insecte_tronc,fissure_tronc,rejet_tronc,tuteurage_arbre,canisse_arbre,plaie_tronc,observation_tronc,champignon_houppier,insecte_houppier,fissure_houppier,ecorce_incluse_houppier,bois_mort_houppier,plaie_houppier,observation_houppier,esperance_maintien,contrainte,classification_diagnostic
78551-Arbres-542,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,1,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,38.19718634,60,C2,R5,P,Non,Non,RCPLS,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-543,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,2,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,44.56338407,70,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-544,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,3,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-545,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,4,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-546,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,5,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,38.19718634,60,C2,R5,P,Non,Non,RCPLS,Champignon collet ,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-547,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,6,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,38.19718634,60,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-548,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,7,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPLS, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-549,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,8,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,38.19718634,60,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-550,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,9,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,41.3802852,65,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-551,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,10,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,38.19718634,60,C2,R5,P,Non,Non,RCPLS, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-552,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,11,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2010,JA,500,H1,22.28169203,35,C1,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Oui,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,Tuteur de formation,1,Non,C2
78551-Arbres-553,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,12,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-554,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,13,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-555,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,14,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-556,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,15,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-557,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,16,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,28.64788976,45,C1,R5,P,Non,Non,RCPLS, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-558,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,17,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,25.46479089,40,C1,R5,P,Non,Non,RCPLS, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-559,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,18,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPLS, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-560,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,19,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-561,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,20,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-562,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,21,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPLS,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-563,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,22,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPLS,Champignon collet ,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-564,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,23,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,31.83098862,50,C1,R5,P,Non,Non,RCPLS, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-565,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,24,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,2000,A,500,H1,35.01408748,55,C2,R5,P,Non,Non,RCPLS, Racine apparente,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-566,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place des Combattants,,1,Magnolia, x Soulangena - Soul. Bod - Heaven Scent,,Alignement,P,4,2000,A,500,H1,44.56338407,70,C2,SL,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,Axe2 dépassement dans la résidence mitoyenne,1,Oui,C2
78551-Arbres-567,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place des Combattants,,2,Magnolia, x Soulangena - Soul. Bod - Heaven Scent,,Alignement,P,4,2000,A,500,H1,35.01408748,55,C2,SL,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,Axe2 dépassement dans la résidence mitoyenne,1,Oui,C2
78551-Arbres-568,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place des Combattants,,3,Magnolia, x Soulangena - Soul. Bod - Heaven Scent,,Alignement,P,4,2000,A,500,H1,41.3802852,65,C2,SL,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,Axe2 dépassement dans la résidence mitoyenne,1,Oui,C2
78551-Arbres-569,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place des Combattants,,4,Magnolia, x Soulangena - Soul. Bod - Heaven Scent,,Alignement,P,4,2000,A,500,H1,35.01408748,55,C2,SL,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLNC,Cavité ouverte ,Non,Non,HPF ,Non,HPBM ,HPLS,Axe2 dépassement dans la résidence mitoyenne,1,Oui,C3
78551-Arbres-570,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place des Combattants,,5,Magnolia, x Soulangena - Soul. Bod - Heaven Scent,,Alignement,P,4,2000,A,500,H1,31.83098862,50,C1,SL,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPLS,Axe2 dépassement dans la résidence mitoyenne,1,Oui,C2
78551-Arbres-571,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place des Combattants,,6,Magnolia, x Soulangena - Soul. Bod - Heaven Scent,,Alignement,P,4,2000,A,500,H1,28.64788976,45,C1,SL,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLNC,Cavité ouverte ,Non,Non,HPF ,Non,HPBM ,HPLNC,Axe 3 Mort 2M Nord,3,Non,C4
78551-Arbres-572,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue Thiers,,1,Cercis, Siliquastrum - L. -  ,,Isolé,MA,20,2010,JA,400,H1,31.83098862,50,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPPL,,Non,Non,HPF ,Non,HPBM ,HPPL,,1,Non,C1
78551-Arbres-573,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue Thiers,,2,Cercis, Siliquastrum - L. -  ,,Isolé,MA,20,2010,JA,400,H1,25.46479089,40,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPPL,,1,Non,C2
78551-Arbres-574,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue Thiers,,3,Cercis, Siliquastrum - L. -  ,,Isolé,MA,20,2010,JA,400,H1,25.46479089,40,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,Échaudure ,Non,Non,HPF ,Non,HPBM ,HPPL,,1,Non,C2
78551-Arbres-575,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue Thiers,,4,Cercis, Siliquastrum - L. -  ,,Isolé,MA,20,2010,JA,400,H1,25.46479089,40,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPPL,,1,Non,C1
78551-Arbres-576,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue Thiers,,5,Cercis, Siliquastrum - L. -  ,,Isolé,MA,20,2010,JA,400,H1,19.09859317,30,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,Autres,Non,Non,HPF ,Non,HPBM ,HPPL,,1,Non,C2
78551-Arbres-577,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue Thiers,,6,Cercis, Siliquastrum - L. -  ,,Isolé,MA,20,2010,JA,400,H1,22.28169203,35,C1,L,P,Non,Non,RCPPL,,Non,Non,TPF,Non,Non,Non,TPLS,,Non,Non,HPF ,Non,HPBM ,HPPL,,1,Non,C1
78551-Arbres-578,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,1,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,57.29577951,90,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-579,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,2,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,63.66197724,100,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HBMI ,HPLS,Axe 3 Mort 2M Nord,1,Non,C2
78551-Arbres-580,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,3,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,57.29577951,90,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,Déchirure ,1,Non,C2
78551-Arbres-581,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,4,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,57.29577951,90,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-582,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,5,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,60.47887837,95,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-583,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,6,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,44.56338407,70,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-584,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,7,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,66.8450761,105,C3,R5,P,Non,Non,RCPLC,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-585,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,8,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,50.92958179,80,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPPL,,1,Non,C2
78551-Arbres-586,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,9,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,57.29577951,90,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-587,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,10,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,50.92958179,80,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-588,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,11,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,38.19718634,60,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-589,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,12,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,47.74648293,75,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-590,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,13,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,44.56338407,70,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,Axe 3 Mort 2M Nord,1,Non,C2
78551-Arbres-591,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,14,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,63.66197724,100,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-592,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,15,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,47.74648293,75,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-593,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,16,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,60.47887837,95,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-594,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,17,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,63.66197724,100,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-595,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,18,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,66.8450761,105,C3,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-596,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,19,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,50.92958179,80,C2,R5,P,Non,Non,RCPLC,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-597,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,20,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,63.66197724,100,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-598,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,21,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,54.11268065,85,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-599,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,22,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,57.29577951,90,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-600,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,23,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,57.29577951,90,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-601,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,24,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,50.92958179,80,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-602,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,25,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,57.29577951,90,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-603,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,26,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,54.11268065,85,C2,R5,P,Non,Non,RCPLC,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-604,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,27,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,60.47887837,95,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-605,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,28,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,44.56338407,70,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Oui,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-606,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,29,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,54.11268065,85,C2,R5,P,Non,Non,RCPLC,,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-607,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,30,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,50.92958179,80,C2,R5,P,Non,Non,RCPLC,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-608,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,31,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,63.66197724,100,C2,R5,P,Non,Non,RCPLC,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLNC,Déchirure ,1,Non,C2
78551-Arbres-609,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,32,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,66.8450761,105,C3,R5,P,Non,Non,RCPLC,Racine apparente,Non,Non,TPF,Oui,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-610,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,33,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,76.39437268,120,C3,R5,P,Non,Non,RCPLC,Racine apparente,Non,Non,TPF,Non,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
78551-Arbres-611,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,34,Tilia, Europaea -  - Pallida,,Alignement,Gr,1,1980,A,600,H2,57.29577951,90,C2,R5,P,Non,Non,RCPLC,Racine apparente,Non,Non,TPF,Oui,Non,Non,TPLC,,Non,Non,HPF ,Non,HPBM ,HPLS,,1,Non,C2
